diameter,weight,hexcode,fruit
12.51,213.26,#9E4302,grapefruit
12.43,211.73,#A84622,grapefruit
7.83,142.83,#AB5309,orange
9.28,165.11,#8C4D06,orange
9.23,164.2,#90440C,orange
7.13,133.25,#8C4A02,orange
11.23,194.17,#A44E20,grapefruit
10.91,188.69,#9B4702,grapefruit
8.27,149.49,#A85A02,orange
10.67,184.46,#97560C,grapefruit
9.71,171.89,#8A3402,orange
6.83,128.22,#A95402,orange
7.82,142.63,#A84902,orange
10.91,188.03,#8D5F02,orange
13.02,221.1,#884202,grapefruit
10.37,179.89,#8A530F,grapefruit
12.0,205.48,#944A09,grapefruit
8.76,156.75,#8D5511,orange
11.63,199.99,#905702,grapefruit
9.8,171.37,#90370C,grapefruit
12.05,206.39,#95460D,grapefruit
7.82,142.78,#8D4C0D,orange
8.88,158.82,#97530D,orange
8.51,153.09,#9A440D,orange
11.17,192.92,#863F02,grapefruit
11.87,203.84,#9D4F15,grapefruit
6.77,127.28,#A45C17,orange
12.35,210.64,#8F4813,grapefruit
9.25,164.54,#AF4D04,orange
8.78,157.13,#B46702,orange
11.89,204.1,#96440E,grapefruit
6.98,131.13,#A55B02,orange
11.82,203.2,#A64E0D,grapefruit
8.61,154.47,#A65C0B,orange
12.48,212.75,#8C321A,grapefruit
9.97,174.02,#9C491B,grapefruit
12.29,209.77,#A54508,grapefruit
11.02,190.64,#914003,grapefruit
9.69,171.42,#925E06,orange
12.9,219.24,#924314,grapefruit
11.27,194.67,#8F4402,grapefruit
13.44,227.86,#953D18,grapefruit
10.95,189.34,#965202,grapefruit
7.29,135.14,#9E4002,orange
11.04,190.79,#A75202,grapefruit
10.0,176.16,#A84D02,orange
11.05,190.25,#955915,orange
12.79,217.63,#97511E,grapefruit
5.24,105.6,#995A02,orange
11.37,196.29,#9C5213,grapefruit
11.43,195.33,#9B4C09,orange
11.89,204.08,#93620C,grapefruit
12.58,214.29,#994B22,grapefruit
11.71,201.53,#904A0D,grapefruit
7.8,142.35,#954B12,orange
6.47,122.78,#905305,orange
8.96,160.23,#A05802,orange
7.6,139.39,#9F5403,orange
7.87,143.63,#905F02,orange
12.15,207.73,#853C2B,grapefruit
8.52,153.2,#84590E,orange
8.85,158.32,#954D03,orange
6.43,122.32,#B25008,orange
10.63,183.75,#905616,grapefruit
8.77,156.95,#A05002,orange
12.64,215.49,#934812,grapefruit
12.02,205.92,#995B09,grapefruit
8.04,146.12,#A54E06,orange
12.76,217.17,#A04312,grapefruit
9.67,171.21,#945802,orange
11.7,201.41,#A23D1F,grapefruit
8.39,151.15,#9C500A,orange
10.51,181.92,#9C5609,grapefruit
7.75,141.41,#A45807,orange
13.86,234.8,#9C4202,grapefruit
12.27,209.51,#864A13,grapefruit
8.36,150.73,#A74F02,orange
8.16,148.05,#984702,orange
10.83,186.64,#934203,orange
9.07,161.84,#98610A,orange
8.89,158.96,#984611,orange
10.28,178.43,#854627,grapefruit
7.84,143.11,#954902,orange
7.26,134.7,#A93E02,orange
8.8,157.38,#935E04,orange
9.41,167.14,#A54808,orange
8.97,160.32,#974602,orange
12.1,207.08,#A34418,grapefruit
9.11,162.47,#9D5702,orange
7.84,143.02,#955109,orange
10.2,178.6,#885B17,orange
11.21,193.67,#9C431E,grapefruit
7.84,143.04,#A14D0C,orange
7.0,131.44,#A45102,orange
7.56,139.01,#9D5206,orange
10.26,178.11,#8B551B,grapefruit
10.65,184.16,#9D4D0F,grapefruit
9.74,170.5,#A84A1A,grapefruit
8.08,146.76,#A26604,orange
10.83,187.56,#9E3E18,grapefruit
11.55,198.93,#AD4402,grapefruit
10.1,177.24,#9E5E02,orange
7.72,141.06,#945907,orange
9.62,170.4,#9B6008,orange
8.03,146.01,#984B02,orange
10.0,174.45,#934E02,grapefruit
10.79,186.64,#7B4705,grapefruit
11.17,192.88,#B74409,grapefruit
5.94,115.55,#90520E,orange
13.51,229.02,#7D590A,grapefruit
8.12,147.39,#A65002,orange
10.14,176.39,#9C520A,grapefruit
12.43,211.8,#9F4B05,grapefruit
7.82,142.77,#A14702,orange
12.94,219.74,#9E4727,grapefruit
12.72,216.6,#9E4817,grapefruit
8.22,148.78,#974E10,orange
10.26,178.19,#8F4913,grapefruit
11.58,199.32,#9D3902,grapefruit
9.91,174.94,#995A1C,orange
11.2,193.32,#894D16,grapefruit
8.16,148.11,#9B6805,orange
9.39,166.81,#904C02,orange
10.73,185.32,#905010,grapefruit
6.68,125.97,#A35002,orange
8.4,151.41,#9C5116,orange
11.04,190.75,#965103,grapefruit
12.89,218.95,#933D11,grapefruit
9.49,168.32,#A65A02,orange
13.98,236.38,#7E4B06,grapefruit
9.88,172.61,#89410E,grapefruit
11.53,198.67,#8E311A,grapefruit
10.56,182.64,#A76111,grapefruit
13.09,221.96,#862F19,grapefruit
8.14,147.77,#A35604,orange
10.82,187.27,#8F470A,grapefruit
12.67,215.81,#A24A25,grapefruit
8.74,156.47,#A04B02,orange
11.81,202.95,#9E3E0D,grapefruit
8.19,148.37,#A14302,orange
12.44,211.97,#B64D12,grapefruit
12.95,220.1,#924402,grapefruit
12.77,217.28,#994B17,grapefruit
9.3,165.32,#983D03,orange
10.96,189.49,#9F3009,grapefruit
6.62,125.11,#975516,orange
12.73,216.73,#8F4918,grapefruit
10.92,188.91,#924E1B,grapefruit
7.47,137.73,#9E4C0D,orange
7.95,144.67,#A94F02,orange
8.96,155.67,#98470B,grapefruit
12.04,206.24,#9E420E,grapefruit
7.34,135.89,#A64502,orange
7.19,133.91,#964E0C,orange
8.01,145.72,#9E600A,orange
11.69,201.17,#933913,grapefruit
8.82,157.81,#975502,orange
13.02,221.07,#8F4B14,grapefruit
8.11,147.34,#9E5302,orange
11.38,196.53,#954903,grapefruit
8.43,151.93,#A05A12,orange
13.28,225.05,#8F431C,grapefruit
11.6,199.64,#8F3B11,grapefruit
8.83,158.06,#924E09,orange
8.57,153.72,#914C02,orange
9.52,168.76,#A54E05,orange
11.93,204.79,#A24A13,grapefruit
7.51,138.17,#9D4602,orange
8.71,156.06,#A3600C,orange
11.7,201.41,#A53402,grapefruit
6.31,121.04,#91580A,orange
8.29,149.69,#916105,orange
13.37,226.9,#993C12,grapefruit
9.52,165.95,#8D570D,grapefruit
11.63,200.0,#874519,grapefruit
11.5,198.13,#8F3D04,grapefruit
12.43,211.63,#9B4D04,grapefruit
9.03,156.43,#963D19,grapefruit
8.32,149.97,#905615,orange
13.35,226.73,#A05817,grapefruit
11.59,199.49,#87580C,grapefruit
12.1,207.08,#8B4510,grapefruit
5.71,112.77,#9A3E14,orange
7.76,141.46,#974B02,orange
6.72,126.74,#985D0E,orange
11.48,197.9,#9F4411,grapefruit
9.26,164.8,#A34103,orange
10.5,181.7,#944F08,grapefruit
7.49,137.98,#A35506,orange
6.79,127.46,#904F02,orange
12.68,215.83,#805304,grapefruit
10.43,180.65,#8B4D0A,grapefruit
9.98,174.13,#993A15,grapefruit
10.99,189.95,#9C4707,grapefruit
11.87,203.78,#8F4E02,grapefruit
8.43,152.02,#905202,orange
11.06,191.14,#A8450A,grapefruit
10.46,181.2,#8A5A0F,grapefruit
12.59,214.58,#934C0B,grapefruit
9.38,166.49,#984502,orange
10.89,188.63,#965222,grapefruit
6.88,129.37,#984D02,orange
8.33,150.18,#9A5202,orange
11.48,197.99,#934411,grapefruit
11.08,191.61,#994E1C,grapefruit
10.97,189.69,#9B511F,grapefruit
9.81,173.33,#97480A,orange
12.88,218.75,#895012,grapefruit
12.06,206.43,#A04418,grapefruit
8.42,151.79,#8D4A02,orange
8.8,157.39,#A84D02,orange
9.15,163.13,#A04D0F,orange
8.86,154.23,#A63005,grapefruit
8.04,146.13,#9A5402,orange
10.93,188.43,#96531D,orange
12.17,207.97,#88360D,grapefruit
11.98,205.29,#874B11,grapefruit
9.11,162.42,#9E4902,orange
12.39,211.0,#A74C13,grapefruit
12.37,210.88,#93460D,grapefruit
10.41,181.55,#9C4E09,orange
12.0,205.45,#9B5311,grapefruit
11.03,190.65,#995213,grapefruit
10.3,178.76,#A14015,grapefruit
13.5,228.92,#914808,grapefruit
11.76,202.43,#884F0B,grapefruit
7.97,145.2,#975C09,orange
13.19,223.72,#9B4D0E,grapefruit
10.63,183.64,#924602,grapefruit
11.02,190.63,#A15311,grapefruit
8.71,155.99,#9D4502,orange
7.63,139.93,#9C4608,orange
11.64,200.28,#974F0F,grapefruit
7.06,132.3,#9E5602,orange
9.3,162.21,#844A1D,grapefruit
11.35,196.01,#9C2D13,grapefruit
13.29,225.2,#9F4715,grapefruit
9.5,168.46,#9C4C04,orange
9.58,169.74,#9E5402,orange
9.72,172.15,#A45714,orange
10.63,184.16,#834B13,orange
10.23,178.81,#A94902,orange
8.39,151.13,#AC3E02,orange
10.27,179.27,#9C4A02,orange
8.23,148.93,#A05604,orange
9.29,165.21,#985802,orange
11.02,190.56,#964B0F,grapefruit
6.68,125.95,#9F430D,orange
9.19,163.68,#91590C,orange
9.98,174.12,#AE3709,grapefruit
12.58,214.46,#9F301E,grapefruit
11.74,202.11,#8E442C,grapefruit
14.06,238.0,#9F5807,grapefruit
7.91,144.33,#A35206,orange
10.02,174.52,#804F0B,grapefruit
12.83,218.32,#934F0F,grapefruit
9.89,174.29,#7F5E0D,orange
12.52,213.36,#9A4718,grapefruit
9.85,173.89,#9E5205,orange
9.87,172.37,#9E450C,grapefruit
7.69,140.69,#BB5B04,orange
8.33,150.25,#955905,orange
7.93,144.57,#985B02,orange
8.43,152.06,#995317,orange
8.76,156.88,#964302,orange
10.42,180.52,#A2391D,grapefruit
12.22,208.63,#99571C,grapefruit
10.08,177.08,#A15E02,orange
9.24,164.36,#A35C0E,orange
11.22,193.71,#914713,grapefruit
12.16,207.88,#A34919,grapefruit
9.88,172.55,#A34704,grapefruit
7.83,142.86,#A75507,orange
12.89,218.9,#9D4D0F,grapefruit
10.15,176.46,#945009,grapefruit
9.02,160.92,#995002,orange
11.17,192.95,#AA4E0A,grapefruit
7.58,139.19,#91550B,orange
9.2,163.8,#9E3C05,orange
10.07,176.76,#A94403,orange
8.67,155.35,#A05802,orange
9.16,163.17,#9C540D,orange
6.75,127.07,#9F5603,orange
8.89,158.95,#994602,orange
8.58,153.92,#9B5D0E,orange
11.05,190.96,#9D4817,grapefruit
8.01,145.72,#9F4D02,orange
9.37,166.21,#A55202,orange
9.66,169.1,#923A02,grapefruit
11.36,194.59,#8D5B16,orange
7.94,144.65,#A35B07,orange
11.36,196.2,#9A4A02,grapefruit
12.92,219.6,#9E4511,grapefruit
8.65,155.14,#A34E04,orange
9.43,167.37,#A55403,orange
9.96,173.95,#8F4707,grapefruit
12.35,210.57,#A74717,grapefruit
7.61,139.63,#923D11,orange
9.7,169.67,#9E4802,grapefruit
8.74,156.5,#8F5B02,orange
12.25,209.24,#8F4C0A,grapefruit
12.23,208.93,#8B4202,grapefruit
11.34,195.89,#8E410A,grapefruit
7.8,142.31,#9D5502,orange
8.59,154.07,#903B02,orange
8.77,157.12,#9B5C08,orange
6.4,121.88,#9C4F0A,orange
9.63,170.53,#925302,orange
11.0,190.19,#8D361B,grapefruit
9.02,160.92,#935E06,orange
11.33,195.68,#94491C,grapefruit
8.31,149.82,#9F5002,orange
7.47,137.84,#9D5B02,orange
10.37,180.75,#974D02,orange
11.72,201.74,#A04312,grapefruit
14.03,237.55,#A63F0B,grapefruit
10.17,176.88,#813D02,grapefruit
11.7,201.25,#904513,grapefruit
9.06,161.62,#975804,orange
10.55,183.04,#964707,orange
12.39,211.03,#9C580B,grapefruit
12.01,205.64,#983D19,grapefruit
9.95,175.5,#AF540C,orange
14.11,239.12,#9C4611,grapefruit
9.81,173.41,#904E02,orange
11.83,203.26,#A54113,grapefruit
11.07,191.2,#AD3E0C,grapefruit
10.27,178.39,#95440E,grapefruit
11.98,205.36,#885417,grapefruit
6.85,128.7,#A74805,orange
11.67,200.8,#A43F02,grapefruit
8.44,152.12,#965502,orange
10.62,183.54,#975511,grapefruit
10.17,178.3,#975102,orange
7.5,138.14,#AA650D,orange
6.55,123.71,#A14C02,orange
10.56,182.64,#A13E07,grapefruit
14.0,237.05,#A04218,grapefruit
9.44,167.44,#9E4E02,orange
10.62,183.58,#973510,grapefruit
12.94,219.7,#964D13,grapefruit
13.29,225.05,#8D4D0C,grapefruit
10.4,181.38,#A45502,orange
10.7,184.97,#90380A,grapefruit
10.37,179.79,#8F4B07,grapefruit
12.31,210.01,#994A0F,grapefruit
7.07,132.37,#B44E02,orange
10.14,176.42,#A43E12,grapefruit
8.4,151.27,#A25902,orange
8.54,153.39,#AA4C03,orange
8.88,158.77,#8D5602,orange
10.67,184.74,#AC4602,orange
12.56,213.84,#964A10,grapefruit
7.16,133.57,#A94B09,orange
10.58,182.93,#9A3703,grapefruit
8.25,149.34,#9F5D02,orange
11.14,192.49,#A85502,grapefruit
12.35,210.58,#A03702,grapefruit
10.0,174.42,#954215,grapefruit
12.93,219.68,#974716,grapefruit
10.01,174.5,#A04B06,grapefruit
10.3,179.82,#9A5102,orange
10.66,184.31,#884E08,grapefruit
7.83,142.88,#985906,orange
8.27,149.44,#945D07,orange
12.77,217.36,#95460D,grapefruit
10.22,178.73,#9E4A12,orange
13.0,220.88,#8E580B,grapefruit
9.26,164.78,#9B4A06,orange
12.97,220.39,#985012,grapefruit
9.28,165.11,#924006,orange
7.52,138.33,#9D4805,orange
7.81,142.42,#A14A0A,orange
7.48,137.89,#A4560F,orange
8.59,154.17,#A06307,orange
9.89,174.36,#985602,orange
12.41,211.53,#AE4508,grapefruit
7.84,143.12,#9E5705,orange
9.23,164.25,#945502,orange
10.98,189.06,#A34D02,orange
6.93,130.48,#9C5E02,orange
11.53,198.61,#A74304,grapefruit
10.51,181.96,#9C3A07,grapefruit
12.35,210.65,#9D3C1A,grapefruit
11.0,190.24,#9A5012,grapefruit
11.68,200.99,#933615,grapefruit
8.52,153.21,#96590C,orange
11.73,201.87,#925105,grapefruit
11.05,190.9,#8A480D,grapefruit
10.72,185.19,#98560A,grapefruit
6.82,127.95,#A94B0E,orange
12.47,212.61,#96580D,grapefruit
9.09,162.18,#9E4D02,orange
9.5,168.47,#914802,orange
12.13,207.46,#9D5707,grapefruit
7.2,134.04,#994302,orange
7.15,133.44,#9C4D04,orange
8.73,156.42,#9A4F02,orange
7.61,139.52,#874F02,orange
6.77,127.26,#A65910,orange
13.04,221.25,#A83E0D,grapefruit
10.41,180.35,#954224,grapefruit
10.76,185.89,#8B400C,grapefruit
10.35,179.58,#A65E12,grapefruit
8.42,151.75,#8D590E,orange
12.0,205.6,#953F02,grapefruit
8.91,159.28,#A54A02,orange
8.32,149.94,#9E5802,orange
11.75,202.2,#8A5203,grapefruit
7.52,138.46,#B6450F,orange
9.52,166.17,#9B3508,grapefruit
8.81,153.01,#9A3B06,grapefruit
8.25,149.21,#AC4C02,orange
10.47,182.23,#933B11,orange
6.6,124.91,#9D6102,orange
11.75,202.18,#91490C,grapefruit
10.59,183.1,#95460F,grapefruit
11.54,198.86,#904602,grapefruit
6.1,117.28,#A04D02,orange
11.12,190.92,#985102,orange
9.78,172.92,#8A5113,orange
9.47,168.0,#996C04,orange
11.17,192.83,#A04512,grapefruit
10.78,186.4,#964409,grapefruit
6.8,127.57,#AC5302,orange
12.29,209.67,#A93E08,grapefruit
7.43,137.08,#9B6002,orange
10.2,177.44,#A32E0B,grapefruit
12.07,206.71,#7D5711,grapefruit
9.84,173.89,#965410,orange
10.97,189.62,#8F3F19,grapefruit
10.65,184.11,#83570E,grapefruit
8.94,160.02,#9B6008,orange
11.37,196.29,#953E19,grapefruit
11.5,198.25,#9D4B0C,grapefruit
11.26,194.57,#A04307,grapefruit
12.94,219.72,#9A5511,grapefruit
10.67,184.71,#A66402,orange
12.76,217.11,#9A4515,grapefruit
6.71,126.62,#945102,orange
9.85,173.91,#954F14,orange
7.75,141.44,#9A570D,orange
13.23,224.53,#A03B0A,grapefruit
9.93,173.39,#9C450F,grapefruit
9.01,160.85,#9C4402,orange
9.3,165.46,#AA5B10,orange
6.63,125.24,#8F5203,orange
13.46,228.15,#A9380B,grapefruit
8.05,146.22,#865702,orange
10.66,184.5,#875802,orange
8.75,156.65,#A6410E,orange
11.05,190.12,#AB3F0A,orange
6.98,131.11,#A14F06,orange
14.43,242.79,#8F4A14,grapefruit
12.64,215.42,#A03507,grapefruit
7.14,133.29,#B24E09,orange
7.33,135.79,#AA5205,orange
9.1,162.4,#975708,orange
11.1,191.84,#9C4D0E,grapefruit
10.38,180.98,#A8500C,orange
13.19,223.72,#9B3C1B,grapefruit
9.04,161.29,#A04610,orange
8.6,154.21,#9F5102,orange
10.43,181.76,#985A02,orange
12.49,213.01,#994E17,grapefruit
9.89,174.43,#905502,orange
12.08,206.76,#943E09,grapefruit
10.61,183.36,#9D4F13,grapefruit
11.45,197.5,#954816,grapefruit
10.77,185.79,#9B5102,orange
13.82,234.2,#AD3313,grapefruit
8.65,155.09,#A16108,orange
7.89,143.98,#9F4E02,orange
8.08,146.75,#9D4E02,orange
11.86,203.67,#934119,grapefruit
12.58,214.38,#995709,grapefruit
11.93,204.81,#A14210,grapefruit
11.77,202.46,#944114,grapefruit
11.01,190.3,#853C04,grapefruit
11.67,200.75,#A03A02,grapefruit
8.51,153.08,#A43A02,orange
7.93,144.53,#9C5002,orange
13.19,223.74,#9D4A07,grapefruit
12.78,217.47,#91450F,grapefruit
8.53,153.3,#AE4209,orange
9.05,161.53,#924F08,orange
14.09,238.72,#904515,grapefruit
8.58,153.85,#964F19,orange
11.22,193.76,#8F4203,grapefruit
7.79,142.12,#A15402,orange
8.69,155.72,#A14802,orange
10.15,176.46,#974221,grapefruit
8.39,151.21,#A9590E,orange
11.15,192.62,#92530D,grapefruit
7.0,131.35,#985502,orange
7.77,141.94,#9E4E06,orange
5.72,113.14,#A45F02,orange
5.11,104.82,#925402,orange
7.07,132.44,#965302,orange
11.43,197.1,#A25F0F,grapefruit
6.48,122.94,#B15303,orange
10.24,177.97,#8F4E02,grapefruit
10.97,189.61,#A15209,grapefruit
8.37,150.88,#A14707,orange
7.08,132.55,#954E0A,orange
11.72,201.69,#8F3E02,grapefruit
11.76,202.3,#8F4415,grapefruit
11.4,194.93,#A85C02,orange
10.9,188.66,#963310,grapefruit
10.35,179.44,#88400D,grapefruit
13.77,233.34,#993D08,grapefruit
8.46,152.49,#A96502,orange
4.64,97.94,#9C5502,orange
7.24,134.49,#AE6005,orange
9.17,163.36,#A25902,orange
11.8,202.88,#A2431F,grapefruit
8.09,146.97,#975902,orange
9.59,167.5,#904A02,grapefruit
8.6,154.3,#A64302,orange
8.61,154.36,#986018,orange
8.83,158.09,#A55502,orange
11.69,200.24,#B16402,orange
15.92,260.14,#8E480B,grapefruit
7.61,139.54,#96350E,orange
13.87,234.88,#A23C0D,grapefruit
11.25,194.4,#904315,grapefruit
8.24,149.11,#965A0C,orange
7.73,141.12,#A06104,orange
8.17,148.19,#8B5509,orange
11.19,193.26,#9B4E09,grapefruit
9.56,169.37,#9D6303,orange
10.86,187.92,#934217,grapefruit
6.91,129.94,#9F520A,orange
9.22,164.05,#995502,orange
11.65,200.38,#9A4005,grapefruit
10.33,178.99,#8F3902,grapefruit
8.24,149.04,#A84F08,orange
6.71,126.54,#994E0A,orange
8.0,145.52,#A05508,orange
9.67,171.18,#9B4606,orange
9.2,161.01,#A33D0C,grapefruit
9.84,173.84,#AA5B11,orange
7.97,145.15,#926004,orange
7.96,144.84,#95470E,orange
7.28,134.85,#954C0B,orange
10.82,187.31,#95401F,grapefruit
7.05,132.17,#A3590E,orange
11.88,203.9,#994815,grapefruit
12.48,212.67,#925C08,grapefruit
13.21,224.19,#7C590C,grapefruit
10.46,181.2,#9D401A,grapefruit
10.12,176.04,#953014,grapefruit
10.79,186.17,#A15702,orange
9.83,173.71,#9D5202,orange
13.3,225.54,#9C4A14,grapefruit
8.6,154.21,#A16102,orange
7.9,144.09,#9E4505,orange
8.59,154.15,#AE5B02,orange
6.04,116.9,#965502,orange
12.2,208.31,#A83B02,grapefruit
11.8,202.86,#9C340E,grapefruit
8.78,157.24,#934A17,orange
12.34,210.5,#994A0E,grapefruit
7.71,140.86,#8C480F,orange
7.12,133.2,#93520F,orange
6.05,116.92,#A76508,orange
7.32,135.63,#9B570A,orange
12.58,214.38,#A55509,grapefruit
10.48,181.54,#A04508,grapefruit
9.98,175.81,#965A04,orange
12.18,208.0,#894B12,grapefruit
8.34,150.36,#9A5807,orange
9.39,166.84,#9B4702,orange
10.2,178.6,#8E5513,orange
8.93,159.69,#A45E07,orange
10.02,174.6,#A23F27,grapefruit
6.17,119.3,#9F5902,orange
11.25,194.46,#9B660E,grapefruit
9.66,169.09,#895416,grapefruit
5.58,110.89,#A04903,orange
11.08,191.48,#9E4310,grapefruit
14.34,242.12,#94470F,grapefruit
9.53,166.17,#A45124,grapefruit
12.56,214.0,#9F3E0B,grapefruit
9.61,167.68,#8E4D21,grapefruit
8.47,152.66,#964F05,orange
12.65,215.51,#AE380B,grapefruit
10.95,189.48,#9D4A06,grapefruit
8.86,158.42,#A45C02,orange
9.77,170.69,#885109,grapefruit
12.44,211.81,#965112,grapefruit
10.01,176.21,#A15302,orange
7.67,140.45,#993802,orange
6.89,129.68,#9E5402,orange
8.08,146.75,#A15002,orange
8.41,151.65,#A35902,orange
10.2,177.4,#9A4F06,grapefruit
7.27,134.78,#A44E0A,orange
6.0,116.32,#A3580F,orange
7.22,134.28,#98490A,orange
8.37,150.88,#9E5707,orange
8.36,150.76,#A64B14,orange
10.76,185.9,#9C3D14,grapefruit
12.55,213.82,#8E4D02,grapefruit
10.23,177.95,#9B3116,grapefruit
9.86,172.25,#9E4F02,grapefruit
10.36,179.72,#B23E08,grapefruit
8.96,160.2,#93420D,orange
9.61,170.14,#B45F11,orange
11.92,204.55,#AD4413,grapefruit
8.14,147.69,#9B5A02,orange
12.11,207.14,#A7430B,grapefruit
10.76,185.83,#9A5013,grapefruit
6.11,117.81,#A34B11,orange
7.65,140.04,#B14D0C,orange
6.9,129.73,#9E5B08,orange
12.53,213.51,#8C450F,grapefruit
10.38,180.02,#924D02,grapefruit
9.45,165.13,#9B310B,grapefruit
7.8,142.36,#9B5C0D,orange
10.08,177.12,#975305,orange
9.59,167.42,#873717,grapefruit
8.22,148.88,#A45D12,orange
12.87,218.71,#A04611,grapefruit
10.43,181.78,#8F5702,orange
9.1,162.38,#955115,orange
10.33,179.1,#92541A,grapefruit
9.89,174.38,#AA4F03,orange
12.37,210.84,#8F3310,grapefruit
9.45,165.18,#8C560F,grapefruit
11.5,198.2,#8E3817,grapefruit
6.67,125.92,#913F02,orange
13.86,234.82,#9A5612,grapefruit
6.62,125.12,#8E4102,orange
13.62,231.07,#A2500F,grapefruit
11.44,197.23,#893629,grapefruit
7.17,133.66,#A7490D,orange
8.58,153.79,#905109,orange
7.19,133.82,#8A4502,orange
9.0,160.63,#A25002,orange
7.67,140.43,#A55918,orange
10.87,187.1,#944308,orange
7.17,133.7,#934A0D,orange
8.64,149.42,#91431F,grapefruit
12.34,210.41,#8F3802,grapefruit
11.22,193.74,#95460A,grapefruit
12.74,216.91,#A04417,grapefruit
12.12,207.31,#935C2D,grapefruit
9.58,167.24,#A23F1E,grapefruit
13.6,230.69,#8C4A21,grapefruit
12.97,220.57,#934E09,grapefruit
6.16,118.55,#A35902,orange
7.23,134.39,#8E6702,orange
9.25,164.56,#9A5A06,orange
8.11,147.2,#9F5202,orange
10.98,189.85,#A53E0B,grapefruit
8.65,155.17,#965902,orange
14.78,247.68,#8A4002,grapefruit
11.72,201.62,#8A4911,grapefruit
10.91,188.79,#903517,grapefruit
8.36,150.73,#944C02,orange
9.85,172.12,#8C4002,grapefruit
12.61,214.92,#A75120,grapefruit
11.81,205.3,#A64102,orange
10.93,189.0,#974302,grapefruit
7.78,141.97,#9B4A0B,orange
12.19,208.19,#95490F,grapefruit
8.11,139.26,#943B16,grapefruit
9.29,162.17,#984202,grapefruit
7.84,143.14,#9A5006,orange
13.16,223.36,#9D521D,grapefruit
10.4,180.14,#9D4C0C,grapefruit
9.93,173.24,#8C3313,grapefruit
7.85,143.25,#895102,orange
12.17,207.93,#924502,grapefruit
11.76,202.43,#96601D,grapefruit
11.32,195.66,#945117,grapefruit
7.95,144.74,#AD5202,orange
12.32,210.05,#944C10,grapefruit
13.99,236.66,#9A420A,grapefruit
10.97,189.59,#92442B,grapefruit
10.54,182.43,#944220,grapefruit
11.54,198.84,#8C4C02,grapefruit
10.62,183.6,#8F3D0C,grapefruit
11.5,198.14,#88410B,grapefruit
6.19,119.35,#A25402,orange
8.27,149.48,#8F5907,orange
10.07,176.83,#904102,orange
8.45,152.22,#993E0C,orange
10.42,180.63,#9E3E09,grapefruit
8.42,151.74,#975802,orange
10.75,185.59,#984C0D,grapefruit
12.55,213.68,#9E3E08,grapefruit
9.03,161.05,#985802,orange
11.24,194.24,#933624,grapefruit
11.04,190.75,#944606,grapefruit
11.88,203.93,#8C370D,grapefruit
9.41,167.02,#A94402,orange
10.81,186.97,#904017,grapefruit
10.25,179.0,#A76209,orange
7.57,139.04,#A55403,orange
10.38,181.0,#964F0A,orange
7.09,132.74,#A24906,orange
8.93,159.85,#98580D,orange
12.22,208.85,#914B03,grapefruit
13.3,225.64,#915124,grapefruit
9.98,174.19,#92450F,grapefruit
11.42,196.99,#924711,grapefruit
10.48,182.29,#A34F02,orange
9.08,161.86,#9C5908,orange
9.76,172.56,#A85402,orange
9.09,162.18,#9F6617,orange
10.74,185.16,#AD5E04,orange
13.93,236.09,#9C491B,grapefruit
7.9,144.06,#97510B,orange
8.69,155.73,#9F5C02,orange
9.2,163.77,#995312,orange
13.2,223.82,#A23A15,grapefruit
8.59,149.2,#925228,grapefruit
13.93,236.09,#9D5002,grapefruit
13.2,223.95,#9E4408,grapefruit
13.5,228.68,#9B5306,grapefruit
9.7,171.85,#A44C05,orange
10.85,187.81,#9B3D14,grapefruit
11.37,196.33,#933D07,grapefruit
10.74,185.51,#9A440B,grapefruit
6.96,130.97,#985502,orange
11.65,199.55,#A35A02,orange
10.28,179.44,#8E5302,orange
7.39,136.31,#A03B0F,orange
11.46,197.57,#894202,grapefruit
11.24,194.21,#934B02,grapefruit
13.89,235.46,#9A4F12,grapefruit
13.06,221.36,#A1460F,grapefruit
8.18,148.27,#925202,orange
8.76,151.65,#924E0D,grapefruit
8.34,150.39,#A44B02,orange
11.22,193.89,#8F401E,grapefruit
11.4,196.72,#994C0A,grapefruit
12.95,220.01,#9F4815,grapefruit
11.18,193.06,#954305,grapefruit
7.91,144.33,#9D5C0D,orange
7.14,133.27,#8A4902,orange
11.13,192.41,#98490B,grapefruit
12.55,213.8,#9B4E14,grapefruit
11.59,199.55,#975013,grapefruit
8.48,152.69,#AA5F02,orange
11.57,199.29,#9E4913,grapefruit
11.61,199.78,#974912,grapefruit
7.89,144.0,#AB5E02,orange
9.77,171.03,#823F13,grapefruit
12.4,211.41,#933E0C,grapefruit
9.65,171.01,#9A550E,orange
10.56,182.62,#8E4518,grapefruit
7.45,137.39,#A05702,orange
7.59,139.29,#9A700D,orange
8.75,156.72,#8E5802,orange
9.85,173.89,#8A5302,orange
8.94,160.02,#9B4F04,orange
6.92,130.25,#A45506,orange
9.88,174.26,#955C0E,orange
8.88,158.8,#984F02,orange
10.66,184.27,#9D510F,grapefruit
9.97,174.05,#8C371C,grapefruit
6.9,129.79,#904902,orange
11.74,201.95,#974306,grapefruit
